ticker,trade_date,open_price,high_price,low_price,close_price,volume,turnover,shares_outstanding
005930,2021-07-13,80000,80200,79800,79800,9863450,788804000000,5969782000
005930,2021-07-14,79400,79600,79100,79500,11575636,918601000000,5969782000
005930,2021-07-15,79800,80600,79500,80600,13766279,1102123000000,5969782000
005930,2021-07-16,80100,80100,79500,79800,10859399,865953000000,5969782000
005930,2021-07-19,79100,79200,78800,79000,13155414,1039019000000,5969782000
005930,2021-07-20,78500,79000,78400,79000,12456646,979765000000,5969782000
005930,2021-07-21,79000,79100,78500,78500,12355296,971439000000,5969782000
005930,2021-07-22,79000,79800,78900,79700,12618790,1003545000000,5969782000
005930,2021-07-23,79700,79900,79200,79300,9098910,723397000000,5969782000
005930,2021-07-26,79400,79500,78800,78800,10040975,792954000000,5969782000
005930,2021-07-27,79200,79400,78500,78500,11427693,900948000000,5969782000
005930,2021-07-28,78300,79200,78100,79200,12743417,1000757000000,5969782000
005930,2021-07-29,78800,79400,78800,79000,14360453,1134761000000,5969782000
005930,2021-07-30,78900,78900,78500,78500,13823411,1086488000000,5969782000
005930,2021-08-02,79200,79500,78700,79300,11739124,929153000000,5969782000
005930,2021-08-03,79400,81400,79300,81400,24339360,1966480000000,5969782000
005930,2021-08-04,82200,83100,81800,82900,25642368,2117643000000,5969782000
005930,2021-08-05,83300,83300,82000,82100,18485469,1526103000000,5969782000
005930,2021-08-06,81900,82500,81300,81500,13342623,1090225000000,5969782000
005930,2021-08-09,81500,82300,80900,81500,15522581,1267668000000,5969782000
005930,2021-08-10,82300,82400,80100,80200,20362639,1643107000000,5969782000
005930,2021-08-11,79600,79800,78500,78500,30241137,2389977000000,5969782000
005930,2021-08-12,77100,78200,76900,77000,42365223,3276635000000,5969782000
005930,2021-08-13,75800,76000,74100,74400,61270643,4575267000000,5969782000
005930,2021-08-17,74000,75100,74000,74200,30944847,2304422000000,5969782000
005930,2021-08-18,73900,74600,73100,73900,29192631,2156728000000,5969782000
005930,2021-08-19,73500,74400,73100,73100,22166298,1630828000000,5969782000
005930,2021-08-20,73500,73900,72500,72700,22364803,1633795000000,5969782000
005930,2021-08-23,73300,74000,73000,73300,19384648,1424674000000,5969782000
005930,2021-08-24,73900,75700,73900,75600,21016913,1574547000000,5969782000
005930,2021-08-25,76200,76600,74900,75700,22319664,1688297000000,5969782000
005930,2021-08-26,76100,76200,74600,74600,16671494,1254628000000,5969782000
005930,2021-08-27,74300,75000,73800,74300,15172748,1128028000000,5969782000
005930,2021-08-30,75400,75500,74200,74600,12686999,945673000000,5969782000
005930,2021-08-31,74900,76700,74300,76700,24630370,1864084000000,5969782000
005930,2021-09-01,76700,77100,75900,76800,16114775,1233406000000,5969782000
005930,2021-09-02,76800,76800,75700,76000,15347486,1168535000000,5969782000
005930,2021-09-03,76400,76700,76000,76600,12096419,925331000000,5969782000
005930,2021-09-06,76800,77600,76600,77300,12861180,993041000000,5969782000
005930,2021-09-07,77100,77100,75900,76100,13239401,1008596000000,5969782000
005930,2021-09-08,76000,76400,75600,76300,11798147,897864000000,5969782000
005930,2021-09-09,76400,76600,75000,75300,17600770,1329972000000,5969782000
005930,2021-09-10,75300,75600,74800,75300,10103212,760038000000,5969782000
005930,2021-09-13,75200,76300,75100,76300,11397775,865368000000,5969782000
005930,2021-09-14,77100,77700,76600,76600,18167057,1404205000000,5969782000
005930,2021-09-15,77400,77400,76400,77000,12829128,987846000000,5969782000
005930,2021-09-16,77300,77400,76100,76100,13067622,1000180000000,5969782000
005930,2021-09-17,76300,77200,75900,77200,16289502,1250677000000,5969782000
005930,2021-09-23,77500,77600,76800,77400,17055590,1318209000000,5969782000
005930,2021-09-24,77600,77700,77100,77300,12247274,947458000000,5969782000
005930,2021-09-27,77300,77700,77000,77700,11699798,906520000000,5969782000
005930,2021-09-28,77700,77800,76200,76300,15406382,1182788000000,5969782000
005930,2021-09-29,74800,75300,73800,74100,23992458,1783148000000,5969782000
005930,2021-09-30,74300,74800,73700,74100,19919361,1478002000000,5969782000
005930,2021-10-01,73900,74000,72900,73200,15803395,1157440000000,5969782000
005930,2021-10-05,73000,73000,71400,72200,24013921,1729663000000,5969782000
005930,2021-10-06,72600,72800,71200,71300,18956962,1361134000000,5969782000
005930,2021-10-07,71600,72100,71300,71600,13683532,981528000000,5969782000
005930,2021-10-08,72300,72400,71500,71500,14043287,1009009000000,5969782000
005930,2021-10-12,70700,70900,68700,69000,31001484,2151234000000,5969782000
005930,2021-10-13,68700,69600,68300,68800,24172015,1670335000000,5969782000
005930,2021-10-14,69000,69800,68800,69400,19520641,1352533000000,5969782000
005930,2021-10-15,70200,71000,70000,70100,18051612,1270264000000,5969782000
005930,2021-10-18,70200,70300,69200,70200,13486391,942009000000,5969782000
005930,2021-10-19,70800,71000,70400,70600,9507991,671983000000,5969782000
005930,2021-10-20,70700,71000,70200,70300,10151638,715666000000,5969782000
005930,2021-10-21,70300,70600,70000,70200,10891094,766060000000,5969782000
005930,2021-10-22,70000,70700,70000,70400,8395448,590534000000,5969782000
005930,2021-10-25,69900,70600,69500,70200,10029621,702792000000,5969782000
005930,2021-10-26,70600,71500,70400,71100,10528252,746412000000,5969782000
005930,2021-10-27,71000,71000,70000,70100,10295316,723286000000,5969782000
005930,2021-10-28,69500,72200,69500,70700,20644902,1459533000000,5969782000
005930,2021-10-29,71200,71600,69700,69800,17016151,1196597000000,5969782000
005930,2021-11-01,70200,70600,69900,69900,11503729,807716000000,5969782000
005930,2021-11-02,70800,72200,70700,71500,16812570,1204672000000,5969782000
005930,2021-11-03,71700,71700,70100,70400,12770428,901884000000,5969782000
005930,2021-11-04,71200,71600,70500,70600,11818987,839689000000,5969782000
005930,2021-11-05,71600,71600,70200,70200,12667743,893824000000,5969782000
005930,2021-11-08,70400,70600,69800,70600,11121981,780514000000,5969782000
005930,2021-11-09,70300,71000,70100,70500,11159589,785532000000,5969782000
005930,2021-11-10,70300,70900,70200,70200,9422009,663952000000,5969782000
005930,2021-11-11,69900,70000,69600,69900,11489122,802183000000,5969782000
005930,2021-11-12,70200,70900,69900,70600,10087450,711487000000,5969782000
005930,2021-11-15,71700,71900,70900,71400,12420710,888880000000,5969782000
005930,2021-11-16,71500,72000,71300,71300,10919239,782118000000,5969782000
005930,2021-11-17,71300,71600,70600,70700,11027606,782835000000,5969782000
005930,2021-11-18,70700,71000,70200,70200,10144957,715155000000,5969782000
005930,2021-11-19,70400,71400,70100,71200,11954728,844715000000,5969782000
005930,2021-11-22,73300,75200,73000,74900,27506623,2047227000000,5969782000
005930,2021-11-23,76000,76000,74500,75300,22029195,1656722000000,5969782000
005930,2021-11-24,76000,76200,74100,74800,15652305,1174195000000,5969782000
005930,2021-11-25,75100,75100,73600,73700,12559258,929571000000,5969782000
005930,2021-11-26,73500,74100,72000,72300,13002242,944377000000,5969782000
005930,2021-11-29,71700,73000,71400,72300,16682559,1206605000000,5969782000
005930,2021-11-30,73200,73900,70500,71300,30364841,2183677000000,5969782000
005930,2021-12-01,72000,74800,71600,74400,21954856,1610884000000,5969782000
005930,2021-12-02,73900,75800,73800,75800,23652940,1778784000000,5969782000
005930,2021-12-03,75600,76000,74100,75600,18330240,1375860000000,5969782000
005930,2021-12-06,75100,76700,74900,76300,16391250,1245309000000,5969782000
005930,2021-12-07,76100,77700,75600,77400,19232453,1477888000000,5969782000
005930,2021-12-08,78300,78600,77100,77400,21558340,1662978000000,5969782000
005930,2021-12-09,77400,78200,77000,78200,21604528,1681184000000,5969782000
005930,2021-12-10,77400,77600,76800,76900,9155219,705966000000,5969782000
005930,2021-12-13,77200,78300,76500,76800,15038750,1163285000000,5969782000
005930,2021-12-14,76500,77200,76200,77000,10976660,841446000000,5969782000
005930,2021-12-15,76400,77600,76300,77600,9584939,738591000000,5969782000
005930,2021-12-16,78500,78500,77400,77800,11996128,934244000000,5969782000
005930,2021-12-17,76800,78000,76800,78000,13108479,1016846000000,5969782000
005930,2021-12-20,77600,77800,76800,77100,11264375,869972000000,5969782000
005930,2021-12-21,77900,78300,77500,78100,14245298,1110658000000,5969782000
005930,2021-12-22,78900,79400,78800,79400,17105892,1354311000000,5969782000
005930,2021-12-23,79800,80000,79300,79900,13577498,1083055000000,5969782000
005930,2021-12-24,80200,80800,80200,80500,12086380,973661000000,5969782000
005930,2021-12-27,80600,80600,79800,80200,10783368,864327000000,5969782000
005930,2021-12-28,80200,80400,79700,80300,18226325,1458198000000,5969782000
005930,2021-12-29,80200,80200,78500,78800,19794795,1569040000000,5969782000
005930,2021-12-30,78900,79500,78100,78300,14236700,1120743000000,5969782000
005930,2022-01-03,79400,79800,78200,78600,13502112,1066006000000,5969782000
005930,2022-01-04,78800,79200,78300,78700,12427416,977990000000,5969782000
005930,2022-01-05,78800,79000,76400,77400,25470640,1967841000000,5969782000
005930,2022-01-06,76700,77600,76600,76900,12931954,996378000000,5969782000
005930,2022-01-07,78100,78400,77400,78300,15163757,1184236000000,5969782000
005930,2022-01-10,78100,78100,77100,78000,9947422,772740000000,5969782000
005930,2022-01-11,78400,79000,78000,78900,13221123,1038834000000,5969782000
005930,2022-01-12,79500,79600,78600,78900,11000502,868910000000,5969782000
005930,2022-01-13,79300,79300,77900,77900,13889401,1088598000000,5969782000
005930,2022-01-14,77700,78100,77100,77300,10096725,781574000000,5969782000
005930,2022-01-17,77600,77800,76900,77500,8785122,678903000000,5969782000
005930,2022-01-18,77600,77800,76600,77000,9592788,740278000000,5969782000
005930,2022-01-19,76500,76900,76100,76300,10598290,810150000000,5969782000
005930,2022-01-20,76200,76700,75900,76500,9708168,741154000000,5969782000
005930,2022-01-21,75800,75800,74700,75600,15774888,1186292000000,5969782000
005930,2022-01-24,75400,75800,74700,75100,13691134,1028859000000,5969782000
005930,2022-01-25,74800,75000,73200,74000,17766704,1313117000000,5969782000
005930,2022-01-26,73900,74400,73100,73300,12976730,955547000000,5969782000
005930,2022-01-27,73800,74000,71300,71300,22274777,1603685000000,5969782000
005930,2022-01-28,71300,73700,71200,73300,21367447,1552585000000,5969782000
005930,2022-02-03,74900,74900,73300,73300,17744721,1314506000000,5969782000
005930,2022-02-04,74300,74600,73400,74000,12730034,941413000000,5969782000
005930,2022-02-07,73500,73600,72400,73000,14240838,1037300000000,5969782000
005930,2022-02-08,73800,74200,73000,73500,11736666,863666000000,5969782000
005930,2022-02-09,74300,74700,74000,74700,9699122,722221000000,5969782000
005930,2022-02-10,75600,75800,74700,75400,17746033,1337516000000,5969782000
005930,2022-02-11,75000,75500,74600,74900,12205407,915455000000,5969782000
005930,2022-02-14,74400,74500,73100,73700,13993255,1030683000000,5969782000
005930,2022-02-15,74100,74200,73100,73700,9320365,686706000000,5969782000
005930,2022-02-16,74600,74900,74200,74800,10767386,802448000000,5969782000
005930,2022-02-17,75000,75600,74500,75000,13605382,1021980000000,5969782000
005930,2022-02-18,74600,74800,73700,74300,10122226,751583000000,5969782000
005930,2022-02-21,73200,74300,72600,74200,10489717,769773000000,5969782000
005930,2022-02-22,73000,73400,72800,73400,11692469,854469000000,5969782000
005930,2022-02-23,73800,73800,72800,73000,10397964,759964000000,5969782000
005930,2022-02-24,72300,72300,71300,71500,15759283,1130166000000,5969782000
005930,2022-02-25,72100,72600,71900,71900,13168484,950762000000,5969782000
005930,2022-02-28,71100,72100,71000,72100,17781783,1272250000000,5969782000
005930,2022-03-02,72300,72400,71500,71700,12481430,897368000000,5969782000
005930,2022-03-03,72300,73100,72200,72900,13232638,962676000000,5969782000
005930,2022-03-04,72700,72700,71200,71500,13409634,960572000000,5969782000
005930,2022-03-07,70000,70600,69900,70100,18617138,1305288000000,5969782000
005930,2022-03-08,68800,70000,68700,69500,15828269,1100279000000,5969782000
005930,2022-03-10,70800,71200,70500,71200,21159248,1500935000000,5969782000
005930,2022-03-11,70500,70700,69700,70000,15787655,1105586000000,5969782000
005930,2022-03-14,70000,70200,69600,70200,9040993,632752000000,5969782000
005930,2022-03-15,69800,70100,69500,69500,10258562,715550000000,5969782000
005930,2022-03-16,70200,70500,69700,70400,10175750,713364000000,5969782000
005930,2022-03-17,71200,71800,70900,71200,17646315,1258698000000,5969782000
005930,2022-03-18,70600,70900,70200,70700,14410038,1017183000000,5969782000
005930,2022-03-21,70900,71000,69900,69900,11169002,784175000000,5969782000
005930,2022-03-22,69900,70500,69900,70300,9402666,660385000000,5969782000
005930,2022-03-23,70600,71200,70300,70500,12398025,875833000000,5969782000
005930,2022-03-24,69600,70300,69600,69800,37943357,2628885000000,5969782000
005930,2022-03-25,70100,70200,69600,69800,12986010,906006000000,5969782000
005930,2022-03-28,69500,69900,69200,69700,12619289,878172000000,5969782000
005930,2022-03-29,70000,70300,69800,70200,13686208,958589000000,5969782000
005930,2022-03-30,70300,70500,69800,69900,12670187,887514000000,5969782000
005930,2022-03-31,69900,70200,69600,69600,12510366,873212000000,5969782000
005930,2022-04-01,69500,69500,69000,69100,15916846,1100422000000,5969782000
005930,2022-04-04,68900,69300,68600,69300,11107905,766930000000,5969782000
005930,2022-04-05,69400,69600,69100,69200,8467248,586498000000,5969782000
005930,2022-04-06,68600,68800,68500,68500,15517308,1064606000000,5969782000
005930,2022-04-07,68500,68500,68000,68000,20683327,1409872000000,5969782000
005930,2022-04-08,68100,68300,67700,67800,15453191,1050375000000,5969782000
005930,2022-04-11,67800,68100,67400,67900,12263735,831094000000,5969782000
005930,2022-04-12,67600,67700,67000,67000,13924389,936611000000,5969782000
005930,2022-04-13,67300,69000,67200,68700,17378619,1183210000000,5969782000
005930,2022-04-14,68700,68700,67500,67500,16409494,1112667000000,5969782000
005930,2022-04-15,67200,67300,66500,66600,13176415,878858000000,5969782000
005930,2022-04-18,66500,67100,66100,66700,10119203,675310000000,5969782000
005930,2022-04-19,67100,68000,67000,67300,12959434,876087000000,5969782000
005930,2022-04-20,67000,67400,66500,67400,16693293,1116160000000,5969782000
005930,2022-04-21,67600,68300,67500,67700,12847448,872983000000,5969782000
005930,2022-04-22,67200,67300,66700,67000,11791478,789392000000,5969782000
005930,2022-04-25,66500,66700,66300,66300,11016474,731676000000,5969782000
005930,2022-04-26,66400,66700,66100,66100,12946923,858461000000,5969782000
005930,2022-04-27,65400,65500,64900,65000,18122084,1179918000000,5969782000
005930,2022-04-28,65400,65500,64500,64800,16895527,1094277000000,5969782000
005930,2022-04-29,65100,67600,65000,67400,26190390,1747030000000,5969782000
005930,2022-05-02,66600,67600,66500,67300,14106184,946016000000,5969782000
005930,2022-05-03,67400,68400,67300,67500,14168875,962643000000,5969782000
005930,2022-05-04,68000,68400,67500,67900,11505248,781073000000,5969782000
005930,2022-05-06,67000,67100,66500,66500,14356156,957335000000,5969782000
005930,2022-05-09,66300,66900,66100,66100,11858736,787562000000,5969782000
005930,2022-05-10,65900,66300,65300,65700,17235605,1132067000000,5969782000
005930,2022-05-11,65500,66300,65200,65700,12330920,812298000000,5969782000
005930,2022-05-12,65200,65500,64900,64900,16414188,1069685000000,5969782000
005930,2022-05-13,65300,66700,65200,66500,14551536,962476000000,5969782000
005930,2022-05-16,67100,67400,66100,66300,11937555,796060000000,5969782000
005930,2022-05-17,66600,67900,66600,67600,15680447,1058322000000,5969782000
005930,2022-05-18,68300,68700,67600,68100,16486319,1122585000000,5969782000
005930,2022-05-19,66500,67600,66500,67500,17073727,1147743000000,5969782000
005930,2022-05-20,67800,68400,67700,68000,12109671,824048000000,5969782000
005930,2022-05-23,68800,68800,67600,67900,13684088,931341000000,5969782000
005930,2022-05-24,67500,67700,66500,66500,15482576,1035492000000,5969782000
005930,2022-05-25,66700,67100,65900,66400,15150490,1007805000000,5969782000
005930,2022-05-26,66300,67200,65500,65900,15970890,1057298000000,5969782000
005930,2022-05-27,66700,66900,66200,66500,11405555,759034000000,5969782000
005930,2022-05-30,67500,67800,66900,67700,14255484,960592000000,5969782000
005930,2022-05-31,67500,67500,66700,67400,24365002,1637773000000,5969782000
005930,2022-06-02,66600,67000,66400,66700,14959443,996681000000,5969782000
005930,2022-06-03,67200,67300,66800,66800,8222883,550654000000,5969782000
005930,2022-06-07,66200,66400,65400,65500,19355755,1273444000000,5969782000
005930,2022-06-08,65400,65700,65300,65300,12483180,817379000000,5969782000
005930,2022-06-09,65100,65200,64500,65200,25790725,1673763000000,5969782000
005930,2022-06-10,64000,64400,63800,63800,22193552,1419245000000,5969782000
005930,2022-06-13,62400,62800,62100,62100,22157816,1380636000000,5969782000
005930,2022-06-14,61200,62200,61100,61900,24606419,1519195000000,5969782000
005930,2022-06-15,61300,61500,60200,60700,26811224,1630190000000,5969782000
005930,2022-06-16,61300,61800,60500,60900,23394895,1431052000000,5969782000
005930,2022-06-17,59400,59900,59400,59800,29053450,1732449000000,5969782000
005930,2022-06-20,59800,59900,58100,58700,34111306,1997076000000,5969782000
005930,2022-06-21,58700,59200,58200,58500,25148109,1474998000000,5969782000
005930,2022-06-22,59000,59100,57600,57600,23334687,1360076000000,5969782000
005930,2022-06-23,57700,58000,56800,57400,28338608,1627019000000,5969782000
005930,2022-06-24,57900,59100,57700,58400,23256103,1359292000000,5969782000
005930,2022-06-27,59000,59900,58300,58800,18122236,1071186000000,5969782000
005930,2022-06-28,59200,59500,58700,59400,13540538,800041000000,5969782000
005930,2022-06-29,58500,58800,58000,58000,14677138,855770000000,5969782000
005930,2022-06-30,57200,57600,57000,57000,18915142,1082799000000,5969782000
005930,2022-07-01,56900,57500,55900,56200,24982097,1412473000000,5969782000
005930,2022-07-04,56100,57400,55700,57100,17807126,1012586000000,5969782000
005930,2022-07-05,57600,58200,57200,57200,14216539,818079000000,5969782000
005930,2022-07-06,57300,57300,56400,56400,16820461,955957000000,5969782000
005930,2022-07-07,56400,58700,56300,58200,21322833,1234677000000,5969782000
005930,2022-07-08,58600,59300,58200,58700,15339271,902198000000,5969782000
005930,2022-07-11,59300,59600,58700,58800,13042624,771042000000,5969782000
005930,2022-07-12,58600,58700,58100,58100,9336061,544403000000,5969782000
005930,2022-07-13,58300,58600,58000,58000,10841315,631711000000,5969782000
005930,2022-07-14,57500,58200,57400,57500,15067012,869131000000,5969782000
005930,2022-07-15,58400,60000,58100,60000,18685583,1104045000000,5969782000
005930,2022-07-18,60600,62000,60500,61900,20832517,1277727000000,5969782000
005930,2022-07-19,61400,61500,60200,60900,15248261,925919000000,5969782000
005930,2022-07-20,61800,62100,60500,60500,16782238,1025939000000,5969782000
005930,2022-07-21,61100,61900,60700,61800,12291374,754854000000,5969782000
005930,2022-07-22,61800,62200,61200,61300,10261310,631872000000,5969782000
005930,2022-07-25,60900,61900,60800,61100,9193681,565540000000,5969782000
005930,2022-07-26,60800,61900,60800,61700,6597211,405310000000,5969782000
005930,2022-07-27,61300,61900,61200,61800,7320997,449989000000,5969782000
005930,2022-07-28,62300,62600,61600,61900,10745302,667085000000,5969782000
005930,2022-07-29,62400,62600,61300,61400,15093120,932917000000,5969782000
005930,2022-08-01,61000,61700,60300,61300,13154816,803034000000,5969782000
005930,2022-08-02,61200,61900,61000,61700,13614895,837567000000,5969782000
005930,2022-08-03,61600,61600,61000,61300,10053861,615480000000,5969782000
005930,2022-08-04,61700,61800,61200,61500,9125439,561835000000,5969782000
005930,2022-08-05,61700,61900,61200,61500,9567620,588582000000,5969782000
005930,2022-08-08,61400,61400,60600,60800,11313150,689020000000,5969782000
005930,2022-08-09,60600,60700,59600,60000,18251170,1094260000000,5969782000
005930,2022-08-10,58900,59200,58600,59100,18084349,1065592000000,5969782000
005930,2022-08-11,59600,60000,59300,59900,15141941,903738000000,5969782000
005930,2022-08-12,59500,60700,59400,60200,10786658,648793000000,5969782000
005930,2022-08-16,60500,61600,60300,61000,15036727,917516000000,5969782000
005930,2022-08-17,61100,61200,60300,60400,9061518,550059000000,5969782000
005930,2022-08-18,60300,61900,60000,61500,16372754,997986000000,5969782000
005930,2022-08-19,61400,61600,60600,60900,6923679,421908000000,5969782000
005930,2022-08-22,60300,60400,59800,60000,8259865,495732000000,5969782000
005930,2022-08-23,59000,59600,59000,59100,9041629,535657000000,5969782000
005930,2022-08-24,59200,59500,59000,59000,8888486,525406000000,5969782000
005930,2022-08-25,59200,59700,59000,59700,5767902,342780000000,5969782000
005930,2022-08-26,60300,60900,59900,60000,9499995,573040000000,5969782000
005930,2022-08-29,58700,58900,58600,58600,9841329,577684000000,5969782000
005930,2022-08-30,58700,59000,58300,58800,9690044,567627000000,5969782000
005930,2022-08-31,58200,59900,58200,59700,14203512,841319000000,5969782000
005930,2022-09-01,58700,58900,58300,58400,14905777,872374000000,5969782000
005930,2022-09-02,58300,58600,57500,57500,15040310,872040000000,5969782000
005930,2022-09-05,57400,57800,56800,57100,11425977,653884000000,5969782000
005930,2022-09-06,57200,57600,56900,57100,7503086,429152000000,5969782000
005930,2022-09-07,56700,56700,55900,56000,17384854,975695000000,5969782000
005930,2022-09-08,56200,56400,55600,55600,18000016,1006366000000,5969782000
005930,2022-09-13,57000,58500,56800,58100,17166581,991015000000,5969782000
005930,2022-09-14,56200,57200,56100,56800,12524961,709906000000,5969782000
005930,2022-09-15,57000,57100,56000,56000,11664819,657641000000,5969782000
005930,2022-09-16,55600,56400,55500,56200,13456503,752455000000,5969782000
005930,2022-09-19,56300,57000,56000,56400,12278653,693636000000,5969782000
005930,2022-09-20,56400,57000,55800,55800,14041465,788331000000,5969782000
005930,2022-09-21,55400,55500,55000,55300,11863700,655017000000,5969782000
005930,2022-09-22,54600,54700,54300,54400,12786510,696058000000,5969782000
005930,2022-09-23,54400,54900,54200,54500,10555964,575503000000,5969782000
005930,2022-09-26,53700,54200,53600,53900,15008449,807353000000,5969782000
005930,2022-09-27,53800,54200,53500,54200,16631289,897144000000,5969782000
005930,2022-09-28,53900,54400,52500,52900,19991129,1064665000000,5969782000
005930,2022-09-29,53300,53700,52600,52600,13882080,737730000000,5969782000
005930,2022-09-30,52300,53600,51800,53100,22503249,1187343000000,5969782000
005930,2022-10-04,55300,55400,54500,55200,19148435,1056852000000,5969782000
005930,2022-10-05,56900,57200,55400,56000,22458970,1261934000000,5969782000
005930,2022-10-06,56700,57300,56300,56300,14944446,848081000000,5969782000
005930,2022-10-07,55900,56900,55200,56200,16886813,949027000000,5969782000
005930,2022-10-11,54400,55700,54000,55400,21437877,1172168000000,5969782000
005930,2022-10-12,55700,57000,55200,55800,18408910,1032656000000,5969782000
005930,2022-10-13,55400,56100,55200,55200,13784602,765435000000,5969782000
005930,2022-10-14,56200,56500,55800,56300,12924326,726962000000,5969782000
005930,2022-10-17,55800,57000,55700,56600,13641878,769638000000,5969782000
005930,2022-10-18,56700,57100,55800,56500,14820702,835744000000,5969782000
005930,2022-10-19,56700,56900,55700,55800,12660652,710947000000,5969782000
005930,2022-10-20,55200,56000,55100,55500,17107653,949265000000,5969782000
005930,2022-10-21,55100,56300,55100,55900,11456060,640343000000,5969782000
005930,2022-10-24,57000,57500,56700,57500,16944503,968892000000,5969782000
005930,2022-10-25,57000,58600,57000,57700,17405678,1009512000000,5969782000
005930,2022-10-26,58000,59600,57700,59400,20824967,1227076000000,5969782000
005930,2022-10-27,59700,60100,58900,59500,21756712,1296030000000,5969782000
005930,2022-10-28,58900,59200,57200,57300,20924937,1213293000000,5969782000
005930,2022-10-31,58100,59900,58000,59400,18999514,1126467000000,5969782000
005930,2022-11-01,59900,60300,59500,60000,17201647,1030380000000,5969782000
005930,2022-11-02,59700,60000,59300,59600,13202919,787057000000,5969782000
005930,2022-11-03,58600,59800,58100,59200,17492162,1029199000000,5969782000
005930,2022-11-04,59100,59500,58400,59400,12445841,734525000000,5969782000
005930,2022-11-07,59700,60300,59400,60200,12437246,747350000000,5969782000
005930,2022-11-08,60500,61900,60500,61800,18273898,1123976000000,5969782000
005930,2022-11-09,62000,62200,61300,62000,14045592,869644000000,5969782000
005930,2022-11-10,61400,61500,60400,60400,21087633,1283005000000,5969782000
005930,2022-11-11,63100,63200,62300,62900,20037163,1257129000000,5969782000
005930,2022-11-14,62900,62900,61700,61900,15973416,993352000000,5969782000
005930,2022-11-15,62200,62500,61600,62400,12310986,764117000000,5969782000
005930,2022-11-16,62400,62700,61700,62700,12909260,804219000000,5969782000
005930,2022-11-17,62000,62000,61300,61400,13298296,819118000000,5969782000
005930,2022-11-18,61800,62400,61400,61800,12236503,757454000000,5969782000
005930,2022-11-21,61400,61800,60800,61400,9378097,573783000000,5969782000
005930,2022-11-22,60900,61200,60300,60600,9411289,571460000000,5969782000
005930,2022-11-23,61200,61300,60700,61000,8765050,534580000000,5969782000
005930,2022-11-24,61200,61700,60900,61400,8125010,497273000000,5969782000
005930,2022-11-25,61400,61700,60800,61000,6677933,407953000000,5969782000
005930,2022-11-28,60500,60500,59800,60100,8589032,515486000000,5969782000
005930,2022-11-29,59900,60600,59800,60600,7014160,422226000000,5969782000
005930,2022-11-30,60400,62200,60200,62200,19768903,1218354000000,5969782000
005930,2022-12-01,63100,63200,62300,62600,16631445,1044546000000,5969782000
005930,2022-12-02,62500,62500,60400,60400,15331184,935960000000,5969782000
005930,2022-12-05,60900,61100,60000,60300,13767787,832613000000,5969782000
005930,2022-12-06,59800,60100,59200,59200,13888300,827339000000,5969782000
005930,2022-12-07,58800,59600,58500,58900,12100662,714083000000,5969782000
005930,2022-12-08,58700,59200,58600,59200,12986815,766212000000,5969782000
005930,2022-12-09,59300,60600,59300,60400,10529632,633777000000,5969782000
005930,2022-12-12,59900,60000,59400,59500,9036472,538557000000,5969782000
005930,2022-12-13,59600,60300,59400,59700,9040873,539587000000,5969782000
005930,2022-12-14,59800,60600,59800,60500,8207485,495209000000,5969782000
005930,2022-12-15,59800,60200,59300,59300,8716039,519762000000,5969782000
005930,2022-12-16,58300,59500,58300,59500,13033596,769867000000,5969782000
005930,2022-12-19,59500,59900,59100,59500,7696187,457558000000,5969782000
005930,2022-12-20,59000,59100,58500,58600,9284761,545533000000,5969782000
005930,2022-12-21,58700,59100,58000,58000,10356971,603985000000,5969782000
005930,2022-12-22,58100,59100,58100,59100,10720630,628698000000,5969782000
005930,2022-12-23,58200,58400,57700,58100,9829407,570401000000,5969782000
005930,2022-12-26,58000,58100,57700,57900,6756411,391223000000,5969782000
005930,2022-12-27,58000,58400,57900,58100,10667027,620410000000,5969782000
005930,2022-12-28,57600,57600,56400,56600,14665410,832919000000,5969782000
005930,2022-12-29,56000,56200,55300,55300,11295935,628653000000,5969782000
005930,2023-01-02,55500,56100,55200,55500,10031448,558433000000,5969782000
005930,2023-01-03,55400,56000,54500,55400,13547030,747898000000,5969782000
005930,2023-01-04,55700,58000,55600,57800,20188071,1151473000000,5969782000
005930,2023-01-05,58200,58800,57600,58200,15682826,911973000000,5969782000
005930,2023-01-06,58300,59400,57900,59000,17334989,1018769000000,5969782000
005930,2023-01-09,59700,60700,59600,60700,18640107,1124606000000,5969782000
005930,2023-01-10,60200,61100,59900,60400,14859797,898812000000,5969782000
005930,2023-01-11,61000,61200,60300,60500,12310751,747215000000,5969782000
005930,2023-01-12,61100,61200,59900,60500,16102561,972246000000,5969782000
005930,2023-01-13,60500,61200,60400,60800,12510328,761169000000,5969782000
005930,2023-01-16,61300,61600,60800,61100,10039972,615315000000,5969782000
005930,2023-01-17,61200,61500,60600,61000,9831456,599708000000,5969782000
005930,2023-01-18,60700,61000,59900,60400,11584041,698509000000,5969782000
005930,2023-01-19,60500,61500,60400,61500,12808490,781937000000,5969782000
005930,2023-01-20,62100,62300,61100,61800,9646327,595372000000,5969782000
005930,2023-01-25,63500,63700,63000,63400,16822710,1066200000000,5969782000
005930,2023-01-26,63800,63900,63300,63900,13278277,846408000000,5969782000
005930,2023-01-27,64400,65000,63900,64600,18760182,1212764000000,5969782000
005930,2023-01-30,64900,64900,63100,63300,20995234,1337025000000,5969782000
005930,2023-01-31,63500,63700,61000,61000,29746731,1835768000000,5969782000
